Percentage	FieldOfStudyId	Field
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.03125	86803240	Biology
0.0	86803240	Biology
0.05555555555555555	86803240	Biology
0.058823529411764705	86803240	Biology
0.020833333333333332	86803240	Biology
0.14285714285714285	86803240	Biology
0.05263157894736842	86803240	Biology
0.03225806451612903	86803240	Biology
0.058823529411764705	86803240	Biology
0.1	86803240	Biology
0.06666666666666667	86803240	Biology
0.0125	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.125	15744967	Psychology
0.1111111111111111	15744967	Psychology
0.043478260869565216	15744967	Psychology
0.02564102564102564	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.058823529411764705	86803240	Biology
0.044444444444444446	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.1	86803240	Biology
0.03508771929824561	86803240	Biology
0.06896551724137931	121332964	Physics
0.14705882352941177	121332964	Physics
0.17647058823529413	121332964	Physics
0.02040816326530612	121332964	Physics
0.0	121332964	Physics
0.0	15744967	Psychology
0.5	15744967	Psychology
0.0	15744967	Psychology
0.0	15744967	Psychology
0.2962962962962963	86803240	Biology
0.07142857142857142	185592680	Chemistry
0.13333333333333333	185592680	Chemistry
0.25925925925925924	185592680	Chemistry
0.08771929824561403	185592680	Chemistry
0.7058823529411765	185592680	Chemistry
0.08928571428571429	185592680	Chemistry
0.2	185592680	Chemistry
0.8	185592680	Chemistry
0.2	185592680	Chemistry
0.5	185592680	Chemistry
0.4878048780487805	185592680	Chemistry
0.19047619047619047	185592680	Chemistry
0.4375	86803240	Biology
0.11764705882352941	86803240	Biology
0.25	86803240	Biology
0.2222222222222222	71924100	Medicine
0.02857142857142857	71924100	Medicine
0.5714285714285714	71924100	Medicine
0.043478260869565216	127413603	Engineering
0.07142857142857142	127413603	Engineering
0.1111111111111111	127413603	Engineering
0.0	127413603	Engineering
0.0	127413603	Engineering
0.0	127413603	Engineering
0.0	127413603	Engineering
0.0	127413603	Engineering
0.0	17744445	Political science
0.0	17744445	Political science
0.024193548387096774	17744445	Political science
0.0	17744445	Political science
0.16666666666666666	71924100	Medicine
0.07692307692307693	71924100	Medicine
0.2857142857142857	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.07692307692307693	86803240	Biology
0.0	86803240	Biology
0.2807017543859649	71924100	Medicine
0.13157894736842105	71924100	Medicine
0.5882352941176471	71924100	Medicine
0.0449438202247191	71924100	Medicine
0.07142857142857142	71924100	Medicine
0.15	71924100	Medicine
0.14285714285714285	71924100	Medicine
0.13043478260869565	71924100	Medicine
0.1111111111111111	71924100	Medicine
0.06818181818181818	71924100	Medicine
0.022727272727272728	71924100	Medicine
0.05	71924100	Medicine
0.25	33923547	Mathematics
0.0	33923547	Mathematics
0.5	33923547	Mathematics
0.0	33923547	Mathematics
0.01	162324750	Economics
0.0	86803240	Biology
0.03636363636363636	86803240	Biology
0.04	86803240	Biology
0.02531645569620253	86803240	Biology
0.0	86803240	Biology
0.01694915254237288	86803240	Biology
0.0851063829787234	86803240	Biology
0.05263157894736842	86803240	Biology
0.05555555555555555	86803240	Biology
0.09090909090909091	86803240	Biology
0.125	86803240	Biology
0.009708737864077669	86803240	Biology
0.1	86803240	Biology
0.13043478260869565	86803240	Biology
0.26666666666666666	86803240	Biology
0.0625	86803240	Biology
0.35714285714285715	86803240	Biology
0.07692307692307693	86803240	Biology
0.01694915254237288	86803240	Biology
0.09090909090909091	86803240	Biology
0.07017543859649122	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	162324750	Economics
0.07142857142857142	162324750	Economics
0.1	162324750	Economics
0.01282051282051282	162324750	Economics
0.2	162324750	Economics
0.014925373134328358	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.23684210526315788	86803240	Biology
0.1	86803240	Biology
0.5441176470588235	86803240	Biology
0.023529411764705882	86803240	Biology
0.037383177570093455	86803240	Biology
0.3333333333333333	86803240	Biology
1.0	86803240	Biology
1.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	127313418	Geology
0.06896551724137931	127313418	Geology
0.11428571428571428	127313418	Geology
0.0	121332964	Physics
0.8	121332964	Physics
0.09090909090909091	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.5	121332964	Physics
0.0	121332964	Physics
0.5	121332964	Physics
0.2	121332964	Physics
0.07142857142857142	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.20833333333333334	121332964	Physics
0.5	121332964	Physics
0.0	121332964	Physics
0.5	121332964	Physics
0.0	121332964	Physics
0.028169014084507043	121332964	Physics
0.0	121332964	Physics
0.038461538461538464	121332964	Physics
0.08	121332964	Physics
0.2857142857142857	121332964	Physics
1.0	121332964	Physics
0.03333333333333333	121332964	Physics
0.18181818181818182	121332964	Physics
0.07142857142857142	121332964	Physics
0.1875	121332964	Physics
0.02702702702702703	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.12280701754385964	71924100	Medicine
0.058823529411764705	71924100	Medicine
0.07142857142857142	71924100	Medicine
0.43478260869565216	71924100	Medicine
0.024390243902439025	71924100	Medicine
0.03333333333333333	71924100	Medicine
0.16666666666666666	41008148	Computer science
0.0	41008148	Computer science
0.024390243902439025	41008148	Computer science
0.058823529411764705	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.04411764705882353	86803240	Biology
0.041666666666666664	86803240	Biology
0.2708333333333333	86803240	Biology
0.04830917874396135	86803240	Biology
0.3673469387755102	86803240	Biology
0.19047619047619047	86803240	Biology
0.018867924528301886	86803240	Biology
0.043478260869565216	86803240	Biology
0.06896551724137931	86803240	Biology
0.0625	86803240	Biology
0.38461538461538464	86803240	Biology
0.04	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	33923547	Mathematics
0.0	33923547	Mathematics
0.1111111111111111	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.1875	185592680	Chemistry
0.0	185592680	Chemistry
0.05405405405405406	185592680	Chemistry
0.14285714285714285	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.06779661016949153	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.16666666666666666	86803240	Biology
0.22727272727272727	86803240	Biology
0.0	86803240	Biology
0.09722222222222222	86803240	Biology
0.08333333333333333	86803240	Biology
0.2	86803240	Biology
0.06666666666666667	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.08695652173913043	86803240	Biology
0.25	86803240	Biology
0.2	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.3333333333333333	86803240	Biology
0.0	86803240	Biology
0.2631578947368421	86803240	Biology
0.09090909090909091	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.375	185592680	Chemistry
0.038461538461538464	86803240	Biology
0.07142857142857142	86803240	Biology
0.0	86803240	Biology
0.07017543859649122	127413603	Engineering
0.023809523809523808	127413603	Engineering
0.125	127413603	Engineering
0.0	127413603	Engineering
0.35714285714285715	162324750	Economics
0.07142857142857142	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.5238095238095238	121332964	Physics
0.5	121332964	Physics
0.045454545454545456	121332964	Physics
0.2777777777777778	121332964	Physics
0.07317073170731707	121332964	Physics
0.08333333333333333	192562407	Materials science
0.18181818181818182	192562407	Materials science
0.15384615384615385	192562407	Materials science
0.4	192562407	Materials science
0.14634146341463414	192562407	Materials science
0.1111111111111111	192562407	Materials science
0.0	192562407	Materials science
0.0	86803240	Biology
0.0	86803240	Biology
0.07407407407407407	71924100	Medicine
0.2	71924100	Medicine
1.0	17744445	Political science
0.2857142857142857	17744445	Political science
0.058823529411764705	17744445	Political science
0.5	17744445	Political science
0.0	17744445	Political science
0.75	15744967	Psychology
0.25	15744967	Psychology
0.06818181818181818	17744445	Political science
0.07017543859649122	17744445	Political science
1.0	17744445	Political science
0.16666666666666666	41008148	Computer science
0.0	71924100	Medicine
0.0	71924100	Medicine
0.07692307692307693	15744967	Psychology
0.29411764705882354	86803240	Biology
0.03508771929824561	86803240	Biology
0.0	86803240	Biology
0.03508771929824561	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.17647058823529413	121332964	Physics
0.02631578947368421	86803240	Biology
0.0056022408963585435	86803240	Biology
0.04225352112676056	86803240	Biology
0.0	86803240	Biology
0.034482758620689655	86803240	Biology
0.07142857142857142	86803240	Biology
0.036585365853658534	86803240	Biology
0.07317073170731707	86803240	Biology
0.0	86803240	Biology
0.25	86803240	Biology
0.013513513513513514	86803240	Biology
0.022727272727272728	86803240	Biology
0.045454545454545456	86803240	Biology
0.0	86803240	Biology
0.1111111111111111	71924100	Medicine
0.11764705882352941	71924100	Medicine
0.023255813953488372	71924100	Medicine
0.07526881720430108	71924100	Medicine
0.024390243902439025	86803240	Biology
0.0425531914893617	86803240	Biology
0.09090909090909091	86803240	Biology
0.07692307692307693	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.1	86803240	Biology
0.17857142857142858	86803240	Biology
0.0	86803240	Biology
0.2	121332964	Physics
0.18181818181818182	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.010416666666666666	185592680	Chemistry
0.0	185592680	Chemistry
0.01694915254237288	185592680	Chemistry
0.024096385542168676	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.0	86803240	Biology
0.6666666666666666	41008148	Computer science
1.0	41008148	Computer science
0.14285714285714285	71924100	Medicine
0.0	33923547	Mathematics
0.15	33923547	Mathematics
0.043478260869565216	86803240	Biology
0.00558659217877095	86803240	Biology
0.1111111111111111	86803240	Biology
0.0	86803240	Biology
0.038461538461538464	86803240	Biology
0.07692307692307693	86803240	Biology
0.2222222222222222	86803240	Biology
0.3333333333333333	86803240	Biology
0.14583333333333334	86803240	Biology
0.08108108108108109	192562407	Materials science
0.0	192562407	Materials science
0.022222222222222223	192562407	Materials science
0.02531645569620253	192562407	Materials science
0.031746031746031744	192562407	Materials science
0.6727272727272727	192562407	Materials science
0.022988505747126436	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	86803240	Biology
0.0	86803240	Biology
0.0	121332964	Physics
0.75	121332964	Physics
0.022222222222222223	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.10294117647058823	121332964	Physics
0.25	121332964	Physics
0.42105263157894735	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.0	121332964	Physics
0.03333333333333333	121332964	Physics
0.14285714285714285	121332964	Physics
0.22	185592680	Chemistry
0.09090909090909091	71924100	Medicine
0.06666666666666667	86803240	Biology
0.05263157894736842	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.06896551724137931	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.13333333333333333	185592680	Chemistry
0.125	185592680	Chemistry
0.06451612903225806	185592680	Chemistry
0.019736842105263157	185592680	Chemistry
0.14285714285714285	86803240	Biology
0.07692307692307693	185592680	Chemistry
0.5	185592680	Chemistry
0.16176470588235295	185592680	Chemistry
0.10071942446043165	86803240	Biology
0.09090909090909091	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.14285714285714285	86803240	Biology
0.0	86803240	Biology
0.0	162324750	Economics
0.25	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.15789473684210525	121332964	Physics
0.045454545454545456	121332964	Physics
0.21212121212121213	185592680	Chemistry
0.0	185592680	Chemistry
0.013888888888888888	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.07920792079207921	185592680	Chemistry
0.05128205128205128	185592680	Chemistry
0.0	185592680	Chemistry
0.06	86803240	Biology
0.13513513513513514	86803240	Biology
0.0	86803240	Biology
0.06666666666666667	86803240	Biology
0.07692307692307693	86803240	Biology
0.0	86803240	Biology
0.09090909090909091	71924100	Medicine
0.14457831325301204	71924100	Medicine
0.14285714285714285	71924100	Medicine
0.23636363636363636	71924100	Medicine
0.06382978723404255	71924100	Medicine
0.049019607843137254	71924100	Medicine
0.1875	71924100	Medicine
0.0	71924100	Medicine
0.043478260869565216	71924100	Medicine
0.0	71924100	Medicine
0.0	33923547	Mathematics
0.0	185592680	Chemistry
0.06666666666666667	185592680	Chemistry
0.07272727272727272	185592680	Chemistry
0.0	185592680	Chemistry
0.0	41008148	Computer science
0.17391304347826086	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.023809523809523808	41008148	Computer science
0.09090909090909091	41008148	Computer science
0.03007518796992481	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.18181818181818182	86803240	Biology
0.08163265306122448	86803240	Biology
0.0	17744445	Political science
0.25	17744445	Political science
0.0	17744445	Political science
0.0	17744445	Political science
0.016129032258064516	86803240	Biology
0.0	192562407	Materials science
0.22727272727272727	192562407	Materials science
0.02702702702702703	192562407	Materials science
0.03225806451612903	192562407	Materials science
0.06896551724137931	192562407	Materials science
0.5	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.15217391304347827	121332964	Physics
0.0	121332964	Physics
1.0	121332964	Physics
0.23870967741935484	121332964	Physics
0.0	121332964	Physics
0.09259259259259259	121332964	Physics
0.22857142857142856	121332964	Physics
0.15	121332964	Physics
0.3564356435643564	121332964	Physics
0.0	121332964	Physics
0.09302325581395349	86803240	Biology
0.06818181818181818	86803240	Biology
0.2857142857142857	86803240	Biology
0.0	86803240	Biology
0.2857142857142857	86803240	Biology
0.25	41008148	Computer science
0.020833333333333332	41008148	Computer science
0.047619047619047616	86803240	Biology
0.03896103896103896	86803240	Biology
0.0196078431372549	86803240	Biology
0.07407407407407407	86803240	Biology
0.0547945205479452	86803240	Biology
0.0	86803240	Biology
0.0	71924100	Medicine
0.18461538461538463	71924100	Medicine
0.30097087378640774	71924100	Medicine
0.36231884057971014	71924100	Medicine
0.03125	71924100	Medicine
0.04477611940298507	71924100	Medicine
0.14285714285714285	71924100	Medicine
0.0	71924100	Medicine
0.15384615384615385	41008148	Computer science
0.03125	41008148	Computer science
0.012658227848101266	41008148	Computer science
0.04132231404958678	41008148	Computer science
0.007246376811594203	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
1.0	162324750	Economics
0.010752688172043012	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.25	41008148	Computer science
0.14634146341463414	192562407	Materials science
0.08333333333333333	41008148	Computer science
0.08695652173913043	41008148	Computer science
0.125	41008148	Computer science
0.0196078431372549	41008148	Computer science
0.3333333333333333	41008148	Computer science
0.16666666666666666	41008148	Computer science
0.03333333333333333	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.025974025974025976	71924100	Medicine
0.038461538461538464	71924100	Medicine
0.2903225806451613	86803240	Biology
0.3333333333333333	86803240	Biology
0.15384615384615385	86803240	Biology
0.029411764705882353	127413603	Engineering
0.008333333333333333	127413603	Engineering
0.1	127413603	Engineering
0.0	127413603	Engineering
0.01694915254237288	86803240	Biology
0.3333333333333333	192562407	Materials science
0.6666666666666666	192562407	Materials science
0.05128205128205128	192562407	Materials science
0.5	192562407	Materials science
0.05555555555555555	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
